rgn_id,year,species,llic,number,lbs,family,mus,fishery
South West Hawaii,2017,Opelu kala,3,7,42,Acanthuridae,CHCR,Reef
South West Hawaii,2012,Opihi alinalina,6,"2,350",870,Invert,Invert,Invert
South West Hawaii,2013,Opihi alinalina,4,0,185,Invert,Invert,Invert
South West Hawaii,2014,Opihi alinalina,6,650,627,Invert,Invert,Invert
South West Hawaii,2015,Opihi alinalina,4,"2,479",590,Invert,Invert,Invert
South West Hawaii,2016,Opihi alinalina,5,"7,303",444,Invert,Invert,Invert
South West Hawaii,2017,Opihi alinalina,4,"13,206",696,Invert,Invert,Invert
South West Hawaii,2012,Opihi makaiauli,5,120,59,Invert,Invert,Invert
South West Hawaii,2014,Opihi makaiauli,5,0,250,Invert,Invert,Invert
South West Hawaii,2016,Opihi makaiauli,3,"4,133",222,Invert,Invert,Invert
South West Hawaii,2017,Opihi makaiauli,3,0,53,Invert,Invert,Invert
South West Hawaii,2012,Pakuikui (tang),4,547,227,Acanthuridae,CHCR,Reef
South West Hawaii,2013,Pakuikui (tang),3,574,260,Acanthuridae,CHCR,Reef
South West Hawaii,2012,Palani,8,345,891,Acanthuridae,CHCR,Reef
South West Hawaii,2013,Palani,3,413,"1,347",Acanthuridae,CHCR,Reef
South West Hawaii,2014,Palani,6,58,178,Acanthuridae,CHCR,Reef
South West Hawaii,2015,Palani,4,40,95,Acanthuridae,CHCR,Reef
South West Hawaii,2016,Palani,3,13,35,Acanthuridae,CHCR,Reef
South West Hawaii,2017,Palani,3,7,28,Acanthuridae,CHCR,Reef
South West Hawaii,2012,Poopaa,3,6,10,Cirrhitidae,CHCR,Reef
South West Hawaii,2013,Poopaa,3,8,6,Cirrhitidae,CHCR,Reef
South West Hawaii,2014,Pualu,3,8,36,Acanthuridae,CHCR,Reef
South West Hawaii,2013,Puhi eel-misc.,3,62,338,Muraenidae,CHCR,Reef
South West Hawaii,2013,Randall's snapper,3,3,37,Lutjanidae,CHCR,Reef
South West Hawaii,2015,Randall's snapper,3,6,72,Lutjanidae,CHCR,Reef
South West Hawaii,2012,Roi,3,79,99,Serranidae,CHCR,Reef
South West Hawaii,2017,Spiny green lobster,1,236,482,Invert,Invert,Invert
South West Hawaii,2012,Toau,5,10,15,Lutjanidae,CHCR,Reef
South West Hawaii,2013,Toau,3,4,4,Lutjanidae,CHCR,Reef
South West Hawaii,2014,Toau,4,13,20,Lutjanidae,CHCR,Reef
South West Hawaii,2016,Toau,3,4,4,Lutjanidae,CHCR,Reef
South West Hawaii,2012,Uhu parrot-misc.,16,298,"1,418",Scaridae,CHCR,Reef
South West Hawaii,2013,Uhu parrot-misc.,5,503,"2,561",Scaridae,CHCR,Reef
South West Hawaii,2014,Uhu parrot-misc.,10,24,112,Scaridae,CHCR,Reef
South West Hawaii,2015,Uhu parrot-misc.,4,72,355,Scaridae,CHCR,Reef
South West Hawaii,2016,Uhu parrot-misc.,3,73,313,Scaridae,CHCR,Reef
South West Hawaii,2017,Uhu parrot-misc.,4,55,226,Scaridae,CHCR,Reef
South West Hawaii,2012,Umaumalei,5,155,381,Acanthuridae,CHCR,Reef
South West Hawaii,2015,Wahanui,3,15,14,Lutjanidae,CHCR,Reef
South West Hawaii,2012,Weke a'a,3,178,136,Mullidae,CHCR,Reef
South West Hawaii,2012,Weke nono,9,135,334,Mullidae,CHCR,Reef
South West Hawaii,2013,Weke nono,11,85,160,Mullidae,CHCR,Reef
South West Hawaii,2014,Weke nono,11,89,220,Mullidae,CHCR,Reef
South West Hawaii,2015,Weke nono,6,40,68,Mullidae,CHCR,Reef
South West Hawaii,2016,Weke nono,10,319,621,Mullidae,CHCR,Reef
South West Hawaii,2017,Weke nono,9,132,171,Mullidae,CHCR,Reef
South West Hawaii,2012,Weke ula,12,170,204,Mullidae,CHCR,Reef
South West Hawaii,2013,Weke ula,10,436,250,Mullidae,CHCR,Reef
South West Hawaii,2014,Weke ula,10,207,577,Mullidae,CHCR,Reef
South West Hawaii,2015,Weke ula,7,95,232,Mullidae,CHCR,Reef
South West Hawaii,2016,Weke ula,9,186,404,Mullidae,CHCR,Reef
South West Hawaii,2017,Weke ula,7,74,176,Mullidae,CHCR,Reef
North West Hawaii,2012,Aawa,6,44,106,Labridae,CHCR,Reef
North West Hawaii,2013,Aawa,3,21,40,Labridae,CHCR,Reef
North West Hawaii,2016,Aawa,3,53,105,Labridae,CHCR,Reef
North West Hawaii,2017,Aawa,6,19,36,Labridae,CHCR,Reef
North West Hawaii,2015,Ahaaha,3,4,15,Belonidae,CHCR,Reef
North West Hawaii,2012,Aholehole,3,11,17,Kuhliidae,CHCR,Reef
North West Hawaii,2012,Aweoweo,9,228,229,Priacanthidae,CHCR,Reef
North West Hawaii,2013,Aweoweo,6,182,141,Priacanthidae,CHCR,Reef
North West Hawaii,2014,Aweoweo,6,27,19,Priacanthidae,CHCR,Reef
North West Hawaii,2015,Aweoweo,7,202,192,Priacanthidae,CHCR,Reef
North West Hawaii,2016,Aweoweo,5,188,86,Priacanthidae,CHCR,Reef
North West Hawaii,2014,Aweoweo (deepsea),3,7,10,Priacanthidae,CHCR,Reef
North West Hawaii,2017,Aweoweo (deepsea),3,7,27,Priacanthidae,CHCR,Reef
North West Hawaii,2012,Day tako,4,531,"1,420",Invert,Invert,Invert
North West Hawaii,2013,Day tako,4,153,344,Invert,Invert,Invert
North West Hawaii,2015,Ea (wrasse),3,30,76,Labridae,CHCR,Reef
North West Hawaii,2012,Hogo,11,38,109,Scorpaenidae,CHCR,Reef
North West Hawaii,2013,Hogo,4,46,110,Scorpaenidae,CHCR,Reef
North West Hawaii,2014,Hogo,5,25,65,Scorpaenidae,CHCR,Reef
North West Hawaii,2015,Hogo,3,13,30,Scorpaenidae,CHCR,Reef
North West Hawaii,2016,Hogo,4,5,13,Scorpaenidae,CHCR,Reef
North West Hawaii,2017,Hogo,3,5,13,Scorpaenidae,CHCR,Reef
North West Hawaii,2012,Kaku,4,5,41,Sphyraenidae,CHCR,Reef
North West Hawaii,2013,Kaku,8,4,79,Sphyraenidae,CHCR,Reef
North West Hawaii,2014,Kaku,3,1,20,Sphyraenidae,CHCR,Reef
North West Hawaii,2015,Kaku,9,3,28,Sphyraenidae,CHCR,Reef
North West Hawaii,2016,Kaku,5,6,62,Sphyraenidae,CHCR,Reef
North West Hawaii,2017,Kaku,3,2,49,Sphyraenidae,CHCR,Reef
North West Hawaii,2012,Kala,3,23,40,Acanthuridae,CHCR,Reef
North West Hawaii,2013,Kawelea,3,2,6,Sphyraenidae,CHCR,Reef
North West Hawaii,2015,Kawelea,4,22,100,Sphyraenidae,CHCR,Reef
North West Hawaii,2016,Kawelea,3,13,50,Sphyraenidae,CHCR,Reef
North West Hawaii,2017,Kawelea,5,61,199,Sphyraenidae,CHCR,Reef
North West Hawaii,2012,Kona crab,8,627,846,Invert,Invert,Invert
North West Hawaii,2013,Kona crab,6,552,762,Invert,Invert,Invert
North West Hawaii,2016,Kona crab,3,140,215,Invert,Invert,Invert
North West Hawaii,2017,Kona crab,3,221,141,Invert,Invert,Invert
North West Hawaii,2012,Kumu,4,39,77,Mullidae,CHCR,Reef
North West Hawaii,2013,Kumu,3,73,132,Mullidae,CHCR,Reef
North West Hawaii,2012,Laenihi,6,757,391,Labridae,CHCR,Reef
North West Hawaii,2013,Laenihi,8,643,297,Labridae,CHCR,Reef
North West Hawaii,2014,Laenihi,8,"1,089",580,Labridae,CHCR,Reef
North West Hawaii,2015,Laenihi,8,510,331,Labridae,CHCR,Reef
North West Hawaii,2016,Laenihi,6,433,235,Labridae,CHCR,Reef
North West Hawaii,2017,Laenihi,5,780,306,Labridae,CHCR,Reef
North West Hawaii,2012,Manini,3,19,24,Acanthuridae,CHCR,Reef
North West Hawaii,2012,Menpachi,16,"2,683","1,650",Holocentridae,CHCR,Reef
North West Hawaii,2013,Menpachi,7,"8,177","3,799",Holocentridae,CHCR,Reef
North West Hawaii,2014,Menpachi,8,"8,048","4,797",Holocentridae,CHCR,Reef
North West Hawaii,2015,Menpachi,8,"2,191","1,209",Holocentridae,CHCR,Reef
North West Hawaii,2016,Menpachi,8,"3,009","1,986",Holocentridae,CHCR,Reef
North West Hawaii,2017,Menpachi,11,"2,927","1,687",Holocentridae,CHCR,Reef
North West Hawaii,2012,Moana,5,73,67,Mullidae,CHCR,Reef
North West Hawaii,2013,Moana,5,45,36,Mullidae,CHCR,Reef
North West Hawaii,2015,Moana,3,6,13,Mullidae,CHCR,Reef
North West Hawaii,2017,Moana,5,69,39,Mullidae,CHCR,Reef
North West Hawaii,2013,Moana kale,5,40,64,Mullidae,CHCR,Reef
North West Hawaii,2014,Moana kale,4,9,21,Mullidae,CHCR,Reef
North West Hawaii,2012,Mu,3,7,31,Lethrinidae,CHCR,Reef
North West Hawaii,2013,Mu,3,63,203,Lethrinidae,CHCR,Reef
North West Hawaii,2012,Nenue,3,8,22,Kyphosidae,CHCR,Reef
North West Hawaii,2012,Nohu,3,6,14,Scorpaenidae,CHCR,Reef
North West Hawaii,2014,Nohu,4,10,37,Scorpaenidae,CHCR,Reef
North West Hawaii,2017,Nohu,3,3,11,Scorpaenidae,CHCR,Reef
North West Hawaii,2012,Opelu kala,6,41,500,Acanthuridae,CHCR,Reef
North West Hawaii,2013,Opelu kala,8,43,251,Acanthuridae,CHCR,Reef
North West Hawaii,2014,Opelu kala,6,36,229,Acanthuridae,CHCR,Reef
North West Hawaii,2012,Opihi alinalina,3,0,313,Invert,Invert,Invert
North West Hawaii,2012,Palani,3,11,35,Acanthuridae,CHCR,Reef
North West Hawaii,2015,Palani,3,3,16,Acanthuridae,CHCR,Reef
North West Hawaii,2012,Uhu parrot-misc.,4,45,247,Scaridae,CHCR,Reef
North West Hawaii,2013,Uhu parrot-misc.,3,118,559,Scaridae,CHCR,Reef
North West Hawaii,2014,Uhu parrot-misc.,3,9,27,Scaridae,CHCR,Reef
North West Hawaii,2012,Weke nono,9,59,161,Mullidae,CHCR,Reef
North West Hawaii,2013,Weke nono,10,47,140,Mullidae,CHCR,Reef
North West Hawaii,2014,Weke nono,9,134,395,Mullidae,CHCR,Reef
North West Hawaii,2015,Weke nono,6,44,128,Mullidae,CHCR,Reef
North West Hawaii,2016,Weke nono,13,157,379,Mullidae,CHCR,Reef
North West Hawaii,2017,Weke nono,9,59,201,Mullidae,CHCR,Reef
North West Hawaii,2012,Weke ula,6,21,57,Mullidae,CHCR,Reef
North West Hawaii,2015,Weke ula,3,23,55,Mullidae,CHCR,Reef
