rgn_id,condist,km2
South West Hawaii,R,28.43301284
South West Hawaii,P,3.143055667
South West Hawaii,G,14.95861679
South West Hawaii,L,9.98211198
South West Hawaii,SS,0.32012604
North West Hawaii,R,15.7443807
North West Hawaii,P,0.611149713
North West Hawaii,G,16.87937303
North West Hawaii,L,0
North West Hawaii,SS,0
