rgn_id,year,species,llic,number,lbs,family,mus,fishery
2,2015,Opelu,13,7156,7063,Carangidae,CHCR,coastal_pelagic
2,2016,Opelu,13,7795,3553,Carangidae,CHCR,coastal_pelagic
2,2017,Opelu,7,3584,1111,Carangidae,CHCR,coastal_pelagic
1,2012,Opelu,71,303410,139711,Carangidae,CHCR,coastal_pelagic
1,2013,Opelu,59,264803,118473,Carangidae,CHCR,coastal_pelagic
1,2014,Opelu,57,345841,144004,Carangidae,CHCR,coastal_pelagic
1,2015,Opelu,48,338187,148421,Carangidae,CHCR,coastal_pelagic
1,2016,Opelu,49,237330,103346,Carangidae,CHCR,coastal_pelagic
1,2017,Opelu,32,210707,69489,Carangidae,CHCR,coastal_pelagic
1,2013,Opelu mama,3,26,42,Carangidae,CHCR,coastal_pelagic
1,2014,Opelu mama,4,10,32,Carangidae,CHCR,coastal_pelagic
2,2013,Papa ulua,3,80,59,Carangidae,CHCR,coastal_pelagic
2,2014,Papa ulua,3,35,81,Carangidae,CHCR,coastal_pelagic
2,2015,Papa ulua,3,6,19,Carangidae,CHCR,coastal_pelagic
2,2016,Papa ulua,4,138,334,Carangidae,CHCR,coastal_pelagic
2,2017,Papa ulua,5,39,118,Carangidae,CHCR,coastal_pelagic
1,2013,Papa ulua,4,13,65,Carangidae,CHCR,coastal_pelagic
1,2014,Papa ulua,3,11,48,Carangidae,CHCR,coastal_pelagic
1,2015,Papa ulua,3,12,29,Carangidae,CHCR,coastal_pelagic
1,2016,Papa ulua,3,57,115,Carangidae,CHCR,coastal_pelagic
1,2017,Papa ulua,6,46,221,Carangidae,CHCR,coastal_pelagic
1,2013,Sasa ulua,4,15,67,Carangidae,CHCR,coastal_pelagic
1,2015,Sasa ulua,3,26,268,Carangidae,CHCR,coastal_pelagic
2,2015,Ulua-misc.,3,13,57,Carangidae,CHCR,coastal_pelagic
1,2014,Ulua-misc.,4,8,32,Carangidae,CHCR,coastal_pelagic
1,2015,Ulua-misc.,7,29,180,Carangidae,CHCR,coastal_pelagic
2,2012,White ulua,5,6,274,Carangidae,CHCR,coastal_pelagic
2,2013,White ulua,6,3,90,Carangidae,CHCR,coastal_pelagic
2,2014,White ulua,3,2,105,Carangidae,CHCR,coastal_pelagic
2,2015,White ulua,9,7,236,Carangidae,CHCR,coastal_pelagic
2,2016,White ulua,3,57,804,Carangidae,CHCR,coastal_pelagic
2,2017,White ulua,4,129,653,Carangidae,CHCR,coastal_pelagic
1,2012,White ulua,14,49,1614,Carangidae,CHCR,coastal_pelagic
1,2013,White ulua,9,28,883,Carangidae,CHCR,coastal_pelagic
1,2014,White ulua,8,40,631,Carangidae,CHCR,coastal_pelagic
1,2015,White ulua,7,42,363,Carangidae,CHCR,coastal_pelagic
1,2016,White ulua,14,38,609,Carangidae,CHCR,coastal_pelagic
1,2017,White ulua,4,25,327,Carangidae,CHCR,coastal_pelagic
2,2012,Golden kali,5,12,14,Emmelichthyidae,CHCR,coastal_pelagic
2,2013,Golden kali,5,22,30,Emmelichthyidae,CHCR,coastal_pelagic
1,2012,Golden kali,5,48,72,Emmelichthyidae,CHCR,coastal_pelagic
1,2013,Golden kali,9,94,118,Emmelichthyidae,CHCR,coastal_pelagic
1,2014,Golden kali,7,49,61,Emmelichthyidae,CHCR,coastal_pelagic
1,2015,Golden kali,4,14,19,Emmelichthyidae,CHCR,coastal_pelagic
1,2016,Golden kali,4,9,19,Emmelichthyidae,CHCR,coastal_pelagic
1,2017,Golden kali,5,72,104,Emmelichthyidae,CHCR,coastal_pelagic
