"goal","dimension","region_id","score"
"AO","future",0,31.97
"AO","future",1,32
"AO","future",2,31.95
"AO","pressures",1,26.08
"AO","pressures",2,26.62
"AO","resilience",1,83.46
"AO","resilience",2,83.46
"AO","score",0,29.28
"AO","score",1,29.29
"AO","score",2,29.26
"AO","status",0,26.58
"AO","status",1,26.58
"AO","status",2,26.58
"AO","trend",1,0.02
"AO","trend",2,0.02
"BD","future",0,72.07
"BD","future",1,72.08
"BD","future",2,72.06
"BD","pressures",1,
"BD","pressures",2,
"BD","resilience",1,
"BD","resilience",2,
"BD","score",0,67.36
"BD","score",1,67.37
"BD","score",2,67.35
"BD","status",0,62.65
"BD","status",1,62.65
"BD","status",2,62.65
"BD","trend",1,-0.06
"BD","trend",2,-0.06
"CON","future",0,
"CON","future",1,
"CON","future",2,
"CON","pressures",1,
"CON","pressures",2,
"CON","resilience",1,
"CON","resilience",2,
"CON","score",0,
"CON","score",1,
"CON","score",2,
"CON","status",0,
"CON","status",1,
"CON","status",2,
"CON","trend",1,
"CON","trend",2,
"CP","future",0,47.98
"CP","future",1,47.35
"CP","future",2,48.6
"CP","pressures",1,30.07
"CP","pressures",2,29.81
"CP","resilience",1,81.43
"CP","resilience",2,81.34
"CP","score",0,46.32
"CP","score",1,46.01
"CP","score",2,46.63
"CP","status",0,44.67
"CP","status",1,44.67
"CP","status",2,44.67
"CP","trend",1,-0.16
"CP","trend",2,-0.12
"CS","pressures",1,27.85
"CS","pressures",2,27.7
"CS","resilience",1,81.78
"CS","resilience",2,81.78
"CW","pressures",1,23.17
"CW","pressures",2,22.06
"CW","resilience",1,86.47
"CW","resilience",2,86.47
"ECO","future",0,100
"ECO","future",1,100
"ECO","future",2,100
"ECO","pressures",1,18.95
"ECO","pressures",2,18.49
"ECO","resilience",1,59.52
"ECO","resilience",2,59.52
"ECO","score",0,100
"ECO","score",1,100
"ECO","score",2,100
"ECO","status",0,100
"ECO","status",1,100
"ECO","status",2,100
"ECO","trend",1,1
"ECO","trend",2,1
"FIS","future",0,95.3
"FIS","future",1,95.3
"FIS","future",2,95.3
"FIS","future",3,88.65
"FIS","future",4,88.65
"FIS","pressures",1,30.76
"FIS","pressures",2,30.76
"FIS","resilience",1,60.41
"FIS","resilience",2,60.41
"FIS","score",0,91.45
"FIS","score",1,91.45
"FIS","score",2,91.45
"FIS","score",3,89.32
"FIS","score",4,89.32
"FIS","status",0,87.6
"FIS","status",1,87.6
"FIS","status",2,87.6
"FIS","status",3,90
"FIS","status",4,90
"FIS","trend",1,-0.01
"FIS","trend",2,-0.01
"FIS","trend",3,-0.02
"FIS","trend",4,-0.02
