SurveyID,Weight_norm,geo,activity_1,activity_2,activity_3,activity_4,activity_5,activity_6,activity_13,activity_14,activity_7,activity_8,,fish_1,fish_2,fish_3,fish_4,fish_5,consume,source_a,source_b,source_c,source_1,source_2,source_3,source_4,source_5,condition_1,condition_2,condition_3,condition_7,condition_8,last10_1,last10_2,last10_3,last10_7,last10_8,next10,value_1,value_2,value_3,value_4,threatfam_1,threatfam_2,threatfam_3,threatfam_4,threatfam_5,threatfam_6,threatfam_7,threatfam_8,threatfam_12,threatfam_13,threatlvl,MPAfam,mngmnt_20,mngmnt_2,mngmnt_13,mngmnt_21,mngmnt_22,mngmnt_11,mngmnt_12,mngmnt_15,mngmnt_16,mngmnt_17,mngmnt_19,mngmnt_23,envbehavior,infosource_a,infosource_b,infosource_c,infosource_1,infosource_2,infosource_3,infosource_4,infosource_6,infosource_7,infosource_15,infosource_9,infosource_10,infosource_11,sourcetrust_1,sourcetrust_2,sourcetrust_3,sourcetrust_4,sourcetrust_5,sourcetrust_6,sourcetrust_13,sourcetrust_7,sourcetrust_8,sourcetrust_9,sourcetrust_10,comminvolve,commdefine,decisions,sex,age,tenure,language_1,language_2,language_3,language_24,language_25,language_8,language_9,language_10,language_11,language_13,language_14,language_15,language_16,language_17,language_20,language_21,language_23,language_22,race_11,race_14,race_7,race_10,race_9,race_12,race_19,race_25,race_31,race_15,race_18,race_28,race_3,race_1,race_23,race_20,race_22,race_26,race_29,educ,employ,employ_specify,occup,hhincome
1888,2.4,1,2,2,2,2,3,1,1,1,2,1,17,2,1,1,1,1,0,1,3,.,1,0,1,0,0,4,4,5,5,4,3,3,2,3,2,2,4,4,3,4,2,2,2,4,2,4,4,2,2,2,3,2,3,4,4,4,4,3,4,4,4,4,4,3,1,2,3,6,0,1,1,0,1,0,0,0,0,0,.,4,4,.,4,.,.,.,.,.,.,1,.,1,1,1989,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.,.,3,3,.,Food attendant,5
1889,2.4,1,4,4,1,4,4,1,1,4,2,1,26,1,1,3,1,3,,1,2,.,1,1,0,0,0,4,4,8,3,3,3,3,3,3,3,8,5,4,4,5,5,5,4,5,4,4,2,4,4,2,4,2,3,4,5,4,5,3,3,8,3,2,3,4,4,1,2,6,1,1,0,0,1,0,0,0,0,0,4,4,.,.,4,.,.,.,.,.,.,3,.,2,2,1955,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,4,3,.,Secretary,5
1890,2.4,1,2,1,1,1,3,1,1,1,2,1,14,1,1,1,2,2,1,1,2,.,1,1,0,0,0,5,5,5,5,5,5,2,3,3,3,3,5,2,4,4,4,2,4,4,5,4,4,4,2,2,2,4,3,2,2,2,4,4,4,3,3,3,3,3,5,4,6,12,0,0,0,1,1,0,0,0,0,0,.,.,.,3,4,.,.,.,.,.,5,5,.,3,1,1995,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.,.,3,3,.,US military,11
1891,2.4,1,4,2,3,3,3,1,3,3,2,2,26,2,1,1,2,1,,1,2,.,1,1,0,0,0,3,2,3,8,8,2,1,2,2,3,1,3,2,2,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,3,3,3,4,3,3,3,2,1,10,.,1,0,0,0,0,0,0,0,1,0,8,.,.,.,.,.,.,.,8,.,.,4,.,3,2,1950,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,5,8,.,.,11
1892,2.4,1,4,1,1,1,4,1,1,1,2,1,17,3,1,2,3,2,,2,5,.,0,1,0,0,1,4,3,3,3,3,2,2,2,2,2,3,5,1,5,5,5,5,5,5,4,5,5,4,4,5,4,4,4,5,4,5,5,4,5,4,5,5,5,2,5,1,3,4,1,0,1,1,0,0,0,0,0,0,4,.,3,4,.,.,.,.,.,.,.,3,.,2,2,1949,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,5,6,.,.,1
1893,2.4,1,3,1,1,2,3,1,2,1,1,1,16,.,.,.,.,.,1,1,2,.,1,1,0,0,0,4,4,4,4,4,2,2,3,3,3,1,3,1,5,5,3,2,3,4,1,4,4,3,4,2,3,1,5,3,4,4,4,5,5,3,4,3,3,2,3,1,6,12,1,0,0,0,1,0,0,0,0,0,5,.,.,.,3,.,.,.,.,.,8,2,.,2,2,1996,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,4,2,.,.,11
1894,2.4,1,4,2,1,2,4,1,2,1,2,1,20,3,1,3,3,1,1,1,2,.,1,1,0,0,0,4,8,8,8,4,2,8,2,8,3,2,2,2,4,4,2,2,4,4,8,4,4,4,2,2,4,2,4,4,4,4,4,4,4,4,4,4,4,2,2,1,3,11,1,0,1,0,0,0,0,0,0,1,5,.,4,.,.,.,.,.,.,4,.,4,.,1,1,.,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.,.,5,3,.,Refused,11
1895,2.4,1,2,2,1,2,2,1,1,1,1,1,14,.,.,.,.,.,4,1,2,.,1,1,0,0,0,3,3,3,3,3,2,2,2,2,2,1,5,1,4,4,4,2,2,4,4,4,4,4,4,2,4,4,4,4,4,4,5,4,5,4,4,4,4,4,3,4,6,11,0,0,0,1,1,0,0,0,0,1,.,.,.,4,4,.,.,.,.,4,.,3,.,2,2,1988,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,5,3,.,"Quality assurance, sales",5
1896,2.4,1,3,1,1,2,2,1,2,1,1,1,15,.,.,.,.,.,1,1,.,.,1,0,0,0,0,4,4,8,4,4,8,8,8,8,8,2,5,2,4,4,4,4,4,4,4,4,4,2,2,2,3,2,4,5,5,8,4,4,4,8,4,4,4,4,4,1,2,4,1,1,0,1,0,0,0,0,0,0,4,5,.,4,.,.,.,.,.,.,.,3,.,1,2,.,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,5,3,.,Event planner,11
1897,2.4,1,2,1,1,1,2,1,1,1,1,1,12,.,.,.,.,.,,2,.,.,0,1,0,0,0,4,8,3,3,8,3,3,3,3,3,2,4,2,2,4,3,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,2,4,2,4,4,2,2,1,1,.,.,1,0,0,0,0,0,0,0,0,0,4,.,.,.,.,.,.,.,.,.,.,4,.,1,1,.,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.,.,8,8,.,.,11
1898,2.4,1,3,2,1,2,2,1,2,2,1,1,17,.,.,.,.,.,,1,.,.,1,0,0,0,0,3,3,3,3,3,2,2,2,2,2,1,4,2,4,4,4,4,4,3,3,3,4,4,4,4,4,2,4,4,3,4,4,4,4,3,4,3,4,3,2,1,4,11,1,0,0,1,0,0,0,0,0,1,4,.,.,4,.,.,.,.,.,4,.,2,.,1,1,.,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Asian, can't specify",.,5,3,.,Refused,11
1900,2.4,1,2,1,1,2,3,1,1,1,2,1,15,1,1,3,4,3,,2,5,.,0,1,0,0,1,5,4,4,5,4,2,2,5,5,8,1,5,4,5,4,4,2,4,5,4,5,4,5,4,4,4,4,5,5,5,4,5,4,5,4,4,5,4,5,4,1,11,.,1,0,0,0,0,0,0,0,0,1,4,.,.,.,.,.,.,.,.,5,.,3,.,2,1,1994,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Micronesian,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.,.,5,2,.,.,1
1910,2.4,1,4,2,1,1,4,4,4,1,1,1,23,.,.,.,.,.,,2,5,.,0,1,0,0,1,5,2,4,4,5,5,4,5,5,5,3,5,2,4,4,5,5,5,5,5,5,5,2,5,1,4,5,5,4,4,4,5,4,4,4,4,2,4,4,2,1,4,10,1,0,0,1,0,0,0,0,1,0,4,.,.,4,.,.,.,.,5,.,.,5,.,1,1,1955,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,4,7,Self-employed,.,8
1911,2.4,1,3,1,1,1,2,2,2,1,2,1,16,2,1,3,2,1,1,1,.,.,1,0,0,0,0,3,3,3,3,3,3,3,3,3,3,1,4,2,4,5,2,2,2,4,4,4,4,4,4,2,5,3,4,4,4,4,5,4,5,4,4,4,4,5,5,3,6,.,0,0,1,0,1,0,0,0,0,0,.,.,4,.,4,.,.,.,.,.,.,5,.,2,2,1974,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,3,3,.,Office worker,5
1912,2.4,1,4,3,3,2,4,1,4,1,4,2,28,4,1,3,3,3,,2,5,.,0,1,0,0,1,3,2,2,2,2,2,2,2,2,2,1,4,2,8,5,4,4,4,5,5,5,5,5,5,3,5,4,5,5,5,5,5,5,5,5,5,4,4,2,2,6,12,.,0,0,0,0,1,0,0,0,0,0,.,.,.,.,5,.,.,.,.,.,3,2,.,1,1,1977,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,4,3,.,Refused,6
1914,2.4,1,4,4,1,1,1,4,4,4,1,1,25,.,.,.,.,.,4,5,.,.,0,0,0,0,1,4,4,3,3,3,3,5,3,3,3,1,4,2,4,5,4,4,4,5,5,5,5,4,5,2,4,4,4,5,5,4,5,5,4,8,8,5,5,8,5,1,3,6,1,0,1,0,1,0,0,0,0,0,4,.,4,.,2,.,.,.,.,.,.,2,.,1,2,1958,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,5,3,.,Respiratory Therapist,11
1915,2.4,1,1,1,1,1,2,1,1,1,2,1,12,1,1,1,4,1,4,2,.,.,0,1,0,0,0,4,8,2,2,2,3,3,1,2,1,1,4,2,4,4,4,4,4,4,4,4,4,2,4,4,4,4,5,5,5,5,5,5,5,4,5,4,4,5,2,2,3,4,0,1,1,1,0,0,0,0,0,0,.,4,4,4,.,.,.,.,.,.,.,1,.,1,1,1949,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,5,6,.,.,7
1916,2.4,1,1,1,1,1,1,1,1,1,1,1,10,.,.,.,.,.,1,2,.,.,0,1,0,0,0,5,4,8,8,8,3,8,3,8,8,2,5,2,4,4,5,5,5,5,5,5,4,2,4,2,3,4,5,5,5,5,5,5,4,4,5,5,5,5,3,1,4,.,1,0,0,1,0,0,0,0,0,0,5,.,.,3,.,.,.,.,.,.,.,3,.,1,2,1938,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,6,6,.,.,7
1917,2.4,1,4,4,1,4,4,4,4,2,4,2,33,3,1,1,4,1,,3,4,.,0,0,1,1,0,5,4,5,5,5,3,2,4,4,4,3,5,4,3,5,5,5,5,5,5,5,5,4,5,2,3,1,4,2,2,2,4,2,2,8,2,2,2,2,5,6,.,.,0,0,0,0,1,0,0,0,0,0,.,.,.,.,5,.,.,.,.,.,.,5,.,5,1,1973,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.,.,4,7,self_employed,.,9
1918,2.4,1,4,2,1,7,2,1,1,1,2,2,23,1,3,3,3,3,30,1,5,.,1,0,0,0,1,4,4,4,4,4,4,4,4,4,4,3,3,4,8,4,4,3,3,8,4,2,2,2,2,2,8,2,3,3,3,3,3,4,3,3,3,3,3,3,4,12,.,.,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,8,8,.,4,1,1971,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.,.,3,3,.,Dock worker,11
1919,2.4,1,4,2,2,1,2,2,3,1,1,1,19,.,.,.,.,.,4,1,.,.,1,0,0,0,0,4,1,2,8,4,5,2,3,4,4,3,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,1,6,10,1,0,0,0,1,0,0,0,1,0,3,.,.,.,5,.,.,.,4,.,.,3,.,3,2,1942,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,German,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,4,3,.,Real estate broker,8
1928,2.4,1,2,1,1,2,2,1,2,1,1,1,14,.,.,.,.,.,,1,2,.,1,1,0,0,0,2,8,3,4,8,2,3,3,2,3,2,4,2,5,4,4,4,5,5,4,4,4,4,4,4,3,3,4,4,4,3,5,4,4,3,4,3,4,3,3,3,4,11,0,0,1,1,0,0,0,0,0,1,.,.,4,4,.,.,.,.,.,5,.,3,.,1,1,1994,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.,.,4,2,.,.,9
1929,2.4,1,2,2,2,2,2,2,2,2,2,1,19,2,1,1,1,2,4,2,.,.,0,1,0,0,0,3,3,3,4,3,1,1,1,3,1,3,5,2,5,5,4,3,4,4,3,4,4,3,4,4,4,2,3,5,5,4,5,4,4,4,4,4,4,4,1,1,4,10,1,0,0,1,0,0,0,0,1,0,4,.,.,4,.,.,.,.,4,.,.,3,.,1,2,1989,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,4,3,.,Veterinary technician,3
1930,2.4,1,2,2,1,1,1,1,2,1,2,1,14,1,1,1,3,1,0,6,.,"No, Never.",0,0,0,0,0,4,3,3,4,3,3,3,3,3,3,2,4,2,3,4,5,5,4,5,4,5,4,4,4,4,3,4,4,4,4,3,5,4,4,4,4,4,4,3,5,4,.,.,0,0,0,1,0,0,0,0,0,0,.,.,.,3,.,.,.,.,.,.,.,3,.,1,1,1993,5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Russian,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,4,3,.,Chef,11
1931,2.4,1,7,1,1,1,1,1,2,2,1,1,18,.,.,.,.,.,1,1,3,.,1,0,1,0,0,8,4,4,4,4,3,3,2,3,2,3,4,4,4,4,2,2,4,4,2,2,2,2,2,4,1,4,4,4,2,4,4,4,4,4,2,4,4,2,2,3,4,9,0,0,1,1,0,0,0,1,0,0,.,.,4,4,.,.,.,4,.,.,.,5,.,4,2,1966,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.,.,5,5,.,Hair Stylist,3
1932,2.4,1,4,4,2,2,2,2,4,2,4,2,28,3,1,3,3,3,,1,2,.,1,1,0,0,0,4,4,2,2,2,2,2,1,1,1,1,5,1,5,5,4,4,4,5,4,4,5,3,4,3,3,4,5,5,5,5,5,5,5,3,4,1,4,5,5,1,2,3,1,1,1,0,0,0,0,0,0,0,4,4,4,.,.,.,.,.,.,.,.,2,.,2,1,1964,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,German,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,4,3,.,Cargo Agent,9
1934,2.4,1,3,2,1,2,4,1,4,2,3,2,24,3,3,3,4,3,4,2,4,.,0,1,0,1,0,3,4,2,2,4,2,2,2,2,2,1,4,4,2,4,4,2,4,4,4,2,2,2,2,2,4,2,3,4,4,4,2,2,4,4,4,4,2,4,2,1,4,6,1,0,0,1,1,0,0,0,0,0,4,.,.,2,4,.,.,.,.,.,.,4,.,1,1,1958,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,3,5,.,House Mover,2
1936,2.4,1,2,2,1,2,2,1,1,1,3,1,16,1,1,1,3,1,,1,.,.,1,0,0,0,0,4,4,3,4,4,3,3,3,5,5,8,3,8,4,3,4,1,4,4,3,2,3,8,3,1,8,3,3,3,3,3,5,3,4,4,4,1,3,3,1,3,4,.,0,0,1,1,0,0,0,0,0,0,.,.,3,4,.,.,.,.,.,.,.,2,.,1,2,1988,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,3,5,.,Cashier,11
1939,2.4,1,4,4,4,4,3,4,4,1,3,1,32,3,1,3,3,3,4,2,3,.,0,1,1,0,0,4,3,2,2,2,2,2,2,2,2,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,4,1,3,4,10,0,0,1,1,0,0,0,0,1,0,.,.,4,4,.,.,.,.,4,.,.,1,.,1,1,1943,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,4,6,.,.,2
1941,2.4,1,1,1,1,2,3,1,1,1,1,1,13,.,.,.,.,.,4,1,.,.,1,0,0,0,0,4,4,4,4,4,3,3,3,3,3,2,4,4,4,5,3,8,8,8,8,8,8,8,8,8,3,2,3,3,3,3,8,2,3,3,4,4,3,4,3,2,.,.,0,1,0,0,0,0,0,0,0,0,.,4,.,.,.,.,.,.,.,.,.,3,.,1,2,.,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,4,4,.,.,11
1946,2.4,1,1,1,1,1,1,1,1,1,1,1,10,.,.,.,.,.,1,2,.,.,0,1,0,0,0,3,4,4,8,2,2,2,2,2,3,2,4,2,4,4,4,4,4,4,4,4,5,4,4,4,3,4,3,4,4,4,4,4,2,4,4,4,4,4,1,12,.,.,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,8,1,.,1,1,1940,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,5,6,.,.,6
1949,2.4,1,4,2,2,2,4,1,4,1,1,1,22,.,.,.,.,.,4,1,.,.,1,0,0,0,0,5,4,4,4,4,3,3,3,3,3,2,4,2,4,4,4,2,4,4,4,3,2,2,4,2,3,4,3,4,4,4,4,4,4,4,4,3,4,4,5,4,.,.,0,0,0,1,0,0,0,0,0,0,.,.,.,4,.,.,.,.,.,.,.,2,.,1,2,.,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.,.,5,4,.,.,11
1950,2.4,1,4,2,2,3,3,1,3,1,3,2,24,4,2,3,4,2,,1,2,.,1,1,0,0,0,5,2,2,2,2,3,4,2,3,2,3,5,1,4,5,5,5,5,5,5,5,8,2,2,5,5,4,5,5,4,5,4,4,5,4,4,4,4,4,3,1,3,10,1,0,1,0,0,0,0,0,1,0,3,.,3,.,.,.,.,.,4,.,.,1,.,1,2,1937,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Bahasa Malay and Bahasa Indonesian,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,6,6,.,.,8
1953,2.4,1,1,1,1,1,1,1,1,1,1,1,10,.,.,.,.,.,1,1,.,.,1,0,0,0,0,5,8,8,8,8,8,8,8,8,8,8,8,3,8,4,2,2,2,2,2,2,2,2,2,2,8,1,4,4,4,4,4,4,4,4,4,4,4,8,1,12,.,.,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,8,2,.,1,2,1940,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.,.,3,1,.,.,1
1954,2.4,1,2,1,1,1,2,1,1,1,1,1,12,.,.,.,.,.,,2,.,.,0,1,0,0,0,2,2,2,3,2,3,3,4,4,4,1,4,2,4,4,2,2,2,4,4,4,4,2,2,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5,1,4,10,1,0,0,1,0,0,0,0,1,0,4,.,.,3,.,.,.,.,4,.,.,8,.,1,1,1952,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,4,6,.,.,7
1958,2.4,1,4,4,4,1,4,4,4,4,3,1,33,4,1,3,4,4,4,1,2,.,1,1,0,0,0,5,4,4,4,4,3,3,4,4,4,3,4,2,4,4,5,5,5,5,5,5,5,4,5,2,4,5,4,4,4,2,5,5,5,4,4,4,4,2,5,4,6,9,0,0,0,1,1,0,0,1,0,0,.,.,.,4,5,.,.,3,.,.,.,5,.,5,1,1947,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.,.,5,3,.,Engineer,10
1960,2.4,1,1,1,1,1,1,1,1,1,1,1,10,.,.,.,.,.,,2,5,.,0,1,0,0,1,4,4,4,8,2,3,3,3,3,3,2,4,2,4,4,2,2,4,4,4,4,4,4,2,2,3,5,5,5,5,4,5,5,4,4,4,4,5,4,1,1,3,.,1,0,1,0,0,0,0,0,0,0,4,.,5,.,.,.,.,.,.,.,.,2,.,1,1,1947,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,4,6,.,.,3
1962,2.4,1,3,2,1,2,2,3,1,2,2,1,19,3,1,1,1,2,4,1,.,.,1,0,0,0,0,5,5,5,5,5,5,3,3,3,4,2,4,1,4,4,3,3,5,4,4,4,4,4,4,2,2,3,3,3,2,2,4,2,4,4,4,4,2,2,5,2,3,4,0,1,1,1,0,0,0,0,0,0,.,4,4,4,.,.,.,.,.,.,.,3,.,2,1,1940,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Portuguese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,4,6,.,.,11
1964,2.4,1,3,2,1,1,2,1,1,1,2,1,15,2,1,2,4,1,,1,2,.,1,1,0,0,0,2,1,1,2,3,2,1,2,2,2,1,5,2,5,4,4,2,5,5,5,5,4,4,4,3,4,5,4,4,4,4,5,5,5,4,5,4,8,2,2,1,10,11,1,0,0,0,0,0,0,0,1,1,4,.,.,.,.,.,.,.,4,4,.,2,.,3,2,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.,.,8,8,.,.,11
1965,2.4,1,1,1,1,1,1,1,1,1,1,1,10,.,.,.,.,.,1,1,2,.,1,1,0,0,0,5,5,1,5,5,3,3,1,3,3,2,2,1,1,5,2,2,2,4,4,2,2,2,2,2,3,2,4,4,4,4,4,4,4,4,4,2,4,4,2,1,9,10,1,0,0,0,0,0,0,1,1,0,5,.,.,.,.,.,.,4,4,.,.,1,.,1,1,1948,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.,.,4,3,.,Manager,6
1966,2.4,1,4,4,1,1,3,1,1,1,1,1,18,.,.,.,.,.,1,1,6,From grocery store,1,0,0,0,0,4,2,3,2,3,3,1,1,1,1,1,5,1,4,4,4,4,2,2,4,2,5,2,2,2,5,1,4,4,4,4,4,4,4,4,4,4,4,4,3,2,10,11,0,1,0,0,0,0,0,0,1,1,.,5,.,.,.,.,.,.,5,4,.,1,.,1,1,1988,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.,.,6,1,.,.,7
1967,2.4,1,3,1,1,1,1,1,2,1,2,1,14,1,1,1,1,3,1,4,.,.,0,0,0,1,0,4,4,3,3,3,3,2,2,2,2,3,4,4,4,4,1,1,5,5,2,2,4,2,2,2,4,1,1,5,2,2,4,5,5,4,2,4,4,4,1,1,2,3,1,1,1,0,0,0,0,0,0,0,4,4,4,.,.,.,.,.,.,.,.,1,.,1,1,1982,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.,.,3,3,.,Mason,3
1968,2.4,1,4,4,4,1,1,4,1,1,1,1,22,.,.,.,.,.,,1,.,.,1,0,0,0,0,5,4,5,5,5,3,3,3,3,3,2,8,3,4,3,5,5,5,5,5,5,5,5,2,2,2,4,3,4,4,4,4,1,1,1,1,1,1,2,5,1,3,.,1,0,1,0,0,0,0,0,0,0,4,.,4,.,.,.,.,.,.,.,.,2,.,2,1,1955,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,5,3,.,Boat Captain,6
1969,2.4,1,4,2,1,2,2,1,1,1,1,1,16,.,.,.,.,.,1,1,2,.,1,1,0,0,0,4,4,5,5,4,3,3,4,3,3,2,5,1,5,5,5,5,5,5,5,4,5,5,5,3,3,5,3,5,5,5,5,4,5,4,5,4,5,3,3,3,4,10,0,0,1,1,0,0,0,0,1,0,.,.,4,4,.,.,.,.,5,.,.,3,.,3,1,1967,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,4,3,.,US Military,9
1972,2.4,1,2,1,1,2,2,1,1,1,1,1,13,.,.,.,.,.,1,2,3,.,0,1,1,0,0,4,5,2,4,8,3,3,3,3,3,1,5,1,4,5,2,2,4,5,4,4,4,4,4,2,4,4,4,4,3,4,5,4,4,2,4,1,3,3,3,4,.,.,0,0,0,1,0,0,0,0,0,0,.,.,.,3,.,.,.,.,.,.,.,1,.,1,1,1949,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,5,3,.,Teacher,7
1976,2.4,1,4,1,1,1,2,2,1,1,1,1,15,.,.,.,.,.,0,2,.,.,0,1,0,0,0,5,4,4,5,4,5,5,4,4,3,3,2,1,5,1,4,4,4,5,4,4,4,5,4,4,2,5,2,4,2,2,2,4,1,8,5,4,4,4,2,1,3,4,1,0,1,1,0,0,0,0,0,0,2,.,3,4,.,.,.,.,.,.,.,3,.,2,1,1938,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,4,6,.,.,5
