rgn_id,condist,km2
1,R,28.43301284
2,R,15.7443807
1,P,3.143055667
2,P,0.611149713
1,G,14.95861679
2,G,16.87937303
1,L,9.98211198
2,L,0
1,SS,0.32012604
2,SS,0
