county_gdp,year,value,rgn_id
1347.668944,2010,1,1
1452.433972,2011,2,1
1682.870937,2012,3,1
1709.507409,2013,4,1
1747.110336,2014,5,1
1731.790029,2015,6,1
1347.668944,2010,1,2
1452.433972,2011,2,2
1682.870937,2012,3,2
1709.507409,2013,4,2
1747.110336,2014,5,2
1731.790029,2015,6,2
