rgn_id,condist,km2
1,P,24.56637269
1,L,17.86645287
1,R,125.0651701
1,G,20.09975947
1,SS,0
2,P,24.56637269
2,L,17.86645287
2,R,125.0651701
2,G,20.09975947
2,SS,0
