rgn_id,Common name,Species name,ESA Status,score
1,Puukaa,Cyperus trachysanthos,e,0.4
1,neke Fern,Cyperus interruptus,,1
1,Makaloa,Cyperus laevigatus,,1
1,Kalo,Colocasia esculenta,,1
1,Akaakai,Schoenoplectella tabernae-montani,,1
1,Ahuawa,Mariscus javanicus,,1
2,Blainville’s beaked whale,Mesoplodon densirostris,NC,1
2,Blue whale,Balaenoptera musculus musculus,E,0.4
2,Bryde’s whale,Balaenoptera edeni,NC,1
2,Common bottlenose dolphin,Tursiops truncatus truncatus,NC,1
2,Cuvier’s beaked whale,Ziphius cavirostris,NC,1
2,Dwarf sperm whale,Kogia sima,NC,1
2,False killer whale,Pseudorca crassidens,E,0.4
2,Fin whale,Balaenoptera physalus physalus,E,0.4
2,Fraser’s dolphin,Lagenodelphis hosei,NC,1
2,Green,Chelonia mydas,T,0.6
2,Hawaiian monk seal,Neomonachus schauinslandi,E,0.4
2,Hawksbill,Ertmochelys imbricata,E,0.4
2,Humpback whale,Megaptera novaeangliae,E,0.4
2,Killer whale,Orcinus orca,NC,1
2,Leatherback,Dermochelys cariacea,E,0.4
2,Loggerhead,Caretta caretta,E,0.4
2,Longman’s beaked whale,Indopacetus pacificus,NC,1
2,Melon-headed whale,Peponocephala electra,NC,1
2,Minke whale,Balaenoptera acutorostrata scammoni,NC,1
2,North Pacific right,Lissodelphis borealis,NC,1
2,Olive Ridley,Lepidochelys olivacea,T,0.6
2,Pantropical spotted dolphin,Stenella attenuata attenuata,NC,1
2,Pygmy killer whale,Feresa attenuata,NC,1
2,Pygmy sperm whale,Kogia breviceps,NC,1
2,Risso’s dolphin,Grampus griseus,NC,1
2,Rough-toothed dolphin,Steno bredanensis,NC,1
2,Sei whale,Balaenoptera borealis borealis,E,0.4
2,Short-finned pilot whale,Globicephala macrorhynchus,NC,0.4
2,Sperm whale,Physeter macrocephalus,E,0.4
2,Spinner dolphin,Stenella longirostris longirostris),NC,1
2,Striped dolphin,Stenella coeruleoalba,NC,1
2,Laysan albatross,Phoebastria immutabilis,,1
2,Black-footed albatross,Phoebastria nigripes,,1
2,Short-tailed albatross,Phoebastria albatrus,E,0.4
2,Wedge-tailed shearwater,Puffinus pacificus,,1
2,Bonin petrel,Pterodroma hypoleuca,,1
2,Leach?s storm petrel,Oceanodroma leucorhoa,,1
2,Great frigatebird,Fregata minor,,1
2,Brown booby,Sula leucogaster,,1
2,Red-footed booby,Sula sula,,1
2,White or ferry tern,Gygis alba,,1
2,Hawaiian black noddy,Anous minutus melanogenys,,1
2,Brown noddy,Anous stolidus,,1
2,Sooty tern,Sterna fuscata,,1
2,Gray-backed tern,Sterna lunata,,1
2,Red-tailed tropicbird,Phaethon rubricauda,,1
2,White-tailed tropic bird,Phaethon lepturus,,1
2,Pomarine jaeger,Stercorarius pomarinus,,1
2,Nehe,Melanthera integrifolia,v,1
2,Pa?uohi?iaka,Jacquemontia ovalifolia,,1
2,?Anaunau,Lepidium bedentatum,v,1
2,?Ena?ena,Psuedognaphalium sandwicensium,,1
2,Schidea,Schiedea globosa,v,1
2,Kauna?oa,Cuscuta sandwichiana,,1
2,Degener?s ?akoko,Euphorbia degeneri,v,1
2,Ka?ena ?akoko,Euphorbia celastroides var. kaenana,e,0.4
2,coastal sandalwood,Santalum ellipticum,v,1
2,East Maui ?Akoko,Euphorbia celastroides var. laechiensis,e,0.4
2,"Caper bush, Pua pilo or Maiapilo",Capparis sandwichiana,v,1
2,?Ohai,Sesbania tomentosa,e,0.4
2,?Ihi,Portulaca molokiniensis,e,0.4
2,Hawaiian Cotton/ Ma?o,Gossypium tomentosum,v,1
2,Popolo,Solanum nelsonii,e,0.4
2,Dwarf naupaka,Scaevola coriacsea,e,0.4
2,Kawelu,Eragrostis variabilis,,1
2,Hinahina Kahakai,Nama sandwicensis,v,1
2,Hairy Purslane/?Ihi,Portulaca villosa,e,0.4
2,Kilauea Portulaca/?Ihi makole,Portulaca sclerocarpa,e,0.4
2,Nehe,Lipochaeta succulenta,,1
2,Beach Naupaka kahakai,Scaevola sericea,,1
2,Beach vitex/Pohinahina,Vitex rotundifolia,,1
2,Beach morning glory/ Pohuehue,Ipomoea pes-caprae,,1
2,Hunakai,Ipomoea imperati,,1
2,Coastal morning glory/Koali?awa,Ipomoea littoralis,,1
2,Indian morning glory/ Koali?awa,Ipomoea indica,,1
2,Ivy-leaved morning glory/Koali?ai,Ipomoea cairica,,1
2,Beach pea/nanea,Vigna marina,,1
2,?Ilima,Sida fallax,,1
2,Puncture vine/Nohu,Tribulus cistoides,,1
2,Hinahina,Heliotropium anomalum,,1
2,Nena/Kipukai,Heliotropium curassavicum,,1
2,Sea purslane/?Akulikuli,Sesuvium portulacastrum,,1
2,Water Hyssop/?Ae?ae,Bacopa monnieri,,1
2,?Ihi,Portulaca lutea,,1
2,?Ohelo kai,Lycium sandwicense,,1
2,Alena,Boerhavia repens,,1
2,?Uhaloa/Hi?aloa,Waltheria indica,,1
2,Pandanus/hala/Pu hala,Pandanus tectorius,,1
2,Bastard sandalwood/Naio,Myoporum sandwicense,,1
2,Moonseed/Huehue,Cocculus orbiculatus,,1
2,Seashore rushgrass/?Aki?aki,Sporobolus virginicus,,1
2,Mau?u/?Aki?aki,Fimbristylis cymosa subsp. Spathacea,,1
2,Mau?u/?Aki?aki,Fimbristylis cymosa subsp. Umbellato-capitata,,1
2,Milo,Thespesia populnea,,1
2,Hau,Talipariti tiliaceus,,1
2,Coconut palm/Niu,Cocos nucifera,,1
2,Kamai/Alexandrian Laurel,Calophyllum inophyllum,,1
2,Uki,Cladium jamaicense,,1
2,Puukaa,Cyperus trachysanthos,e,0.4
2,neke Fern,Cyperus interruptus,,1
2,Makaloa,Cyperus laevigatus,,1
2,Kalo,Colocasia esculenta,,1
2,Akaakai,Schoenoplectella tabernae-montani,,1
2,Ahuawa,Mariscus javanicus,,1
